FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3015,Electronic Voting Systems,0,,1 00,69,9354,Software Development Coordinator - Board Of Elections,Annual,1,1,$118572.00,$118572.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3015,Electronic Voting Systems,0,,1 00,69,9353,Division Manager - Board Of Elections,Annual,1,1,$108600.00,$108600.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3015,Electronic Voting Systems,0,,3 00,69,9350,Assistant Manager - Board Of Elections,Annual,1,1,$94932.00,$94932.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3015,Electronic Voting Systems,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$50472.00,$50472.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3015,Electronic Voting Systems,0,,Z 15,69,9310,Computer Applications Analyst II - Board of Elections,Annual,1,1,$87024.00,$87024.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3015,Electronic Voting Systems,0,,Z 15,69,9310,Computer Applications Analyst II - Board of Elections,Annual,2,1,$69612.00,$139224.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3015,Electronic Voting Systems,0,,Z 13,69,9309,Computer Applications Analyst I - Board of Elections,Annual,1,1,$71304.00,$71304.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3015,Electronic Voting Systems,0,,Z 13,69,9309,Computer Applications Analyst I - Board of Elections,Annual,1,1,$46860.00,$46860.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3015,Electronic Voting Systems,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$31584.00,$31584.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,1 00,69,9353,Division Manager - Board Of Elections,Annual,1,1,$123780.00,$123780.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,3 00,69,9350,Assistant Manager - Board Of Elections,Annual,1,1,$99816.00,$99816.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 14,69,9345,Supervisor of Mailroom Operations,Annual,1,1,$76872.00,$76872.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 11,69,9344,Polling Place Investigator II,Annual,1,1,$55704.00,$55704.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 11,69,9344,Polling Place Investigator II,Annual,1,1,$50472.00,$50472.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 11,69,9344,Polling Place Investigator II,Annual,1,1,$48036.00,$48036.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 11,69,9344,Polling Place Investigator II,Annual,1,1,$43512.00,$43512.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 11,69,9344,Polling Place Investigator II,Annual,1,1,$38472.00,$38472.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 09,69,9343,Polling Place Investigator I,Annual,1,1,$31584.00,$31584.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 09,69,9343,Polling Place Investigator I,Annual,1,1,$30816.00,$30816.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 14,69,9335,Supervisor of Polling - Board of Elections,Annual,1,1,$82812.00,$82812.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 15,69,9330,Senior Supervisor - Board of Elections,Annual,1,1,$85944.00,$85944.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$54348.00,$54348.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$46860.00,$46860.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$38472.00,$38472.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$34860.00,$34860.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$73092.00,$73092.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$69564.00,$69564.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$67872.00,$67872.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,4,1,$64596.00,$258384.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$58524.00,$58524.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$45720.00,$45720.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,3 00,69,9314,Director of Elections - Investigation and Security,Annual,1,1,$90360.00,$90360.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$45720.00,$45720.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$40416.00,$40416.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$35736.00,$35736.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$34860.00,$34860.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,2,1,$28608.00,$57216.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3020,Election Support,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$27912.00,$27912.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,1 00,69,9353,Division Manager - Board Of Elections,Annual,1,1,$114096.00,$114096.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,3 00,69,9350,Assistant Manager - Board Of Elections,Annual,1,1,$81792.00,$81792.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 12,69,9342,Election Equipment and Supply Specialist III,Annual,1,1,$67872.00,$67872.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 12,69,9342,Election Equipment and Supply Specialist III,Annual,1,1,$64596.00,$64596.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 12,69,9342,Election Equipment and Supply Specialist III,Annual,1,1,$40416.00,$40416.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 10,69,9341,Election Equipment and Supply Specialist II,Annual,1,1,$50472.00,$50472.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 10,69,9341,Election Equipment and Supply Specialist II,Annual,1,1,$44604.00,$44604.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 10,69,9341,Election Equipment and Supply Specialist II,Annual,1,1,$40416.00,$40416.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 10,69,9341,Election Equipment and Supply Specialist II,Annual,1,1,$35736.00,$35736.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 08,69,9340,Election Equipment and Supply Specialist I,Annual,1,1,$34860.00,$34860.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 08,69,9340,Election Equipment and Supply Specialist I,Annual,1,1,$33180.00,$33180.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 08,69,9340,Election Equipment and Supply Specialist I,Annual,1,1,$30060.00,$30060.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 08,69,9340,Election Equipment and Supply Specialist I,Annual,1,1,$27912.00,$27912.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 14,69,9339,Warehouse Supervisor - Board of Elections,Annual,1,1,$76872.00,$76872.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3025,Voting Machine Equipment  Ballot Preparation and Supplies,0,,Z 14,69,9339,Warehouse Supervisor - Board of Elections,Annual,1,1,$63024.00,$63024.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,1 00,69,9353,Division Manager - Board Of Elections,Annual,1,1,$108600.00,$108600.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,3 00,69,9350,Assistant Manager - Board Of Elections,Annual,1,1,$100812.00,$100812.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 15,69,9330,Senior Supervisor - Board of Elections,Annual,1,1,$95916.00,$95916.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 15,69,9330,Senior Supervisor - Board of Elections,Annual,1,1,$79788.00,$79788.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$42456.00,$42456.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$40416.00,$40416.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$54348.00,$54348.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$53028.00,$53028.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$49236.00,$49236.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$40416.00,$40416.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,2,1,$30816.00,$61632.00
Local,41,DEPARTMENT OF PUBLIC HEALTH,100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0,,3 00,0,705,Director Public Affairs,Annual,1,1,$96000.00,$96000.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$29328.00,$29328.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3041,Community Services and Deputy Registrars,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,3,1,$28608.00,$85824.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,1 00,69,9353,Division Manager - Board Of Elections,Annual,1,1,$114096.00,$114096.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,3 00,69,9350,Assistant Manager - Board Of Elections,Annual,1,1,$96876.00,$96876.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 14,69,9337,Supervisor of Registration - Board of Elections,Annual,1,1,$74064.00,$74064.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$55704.00,$55704.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$54348.00,$54348.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,2,1,$51732.00,$103464.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$49236.00,$49236.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$42456.00,$42456.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$39432.00,$39432.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$37536.00,$37536.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,$33180.00,$33180.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$67872.00,$67872.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,$64596.00,$64596.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$49236.00,$49236.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$46860.00,$46860.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$42456.00,$42456.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$39432.00,$39432.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$38472.00,$38472.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$36624.00,$36624.00
Local,39,BOARD OF ELECTION COMMISSIONER,100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,$34008.00,$34008.00
