Purchase Order (Contract) Number,Revision Number,Specification Number,Contract Type,Approval Date,Department,Vendor Name,Vendor ID,Address 1,City,State,Zip,Award Amount
32467,7,126908,CONSTRUCTION-GENERAL,3/2/17,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$3,197.20 "
32495,7,128437,CONSTRUCTION-GENERAL,3/2/17,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$3,215.00 "
50563,0,332672,"PRO SERV CONSULTING $250,000orABOVE",12/6/16,DEPT OF BUSINESS & INFORMATION SERVICES,DELL MARKETING LP.,31339925L,PO BOX 2153 - P O BOX 4655,CAROL STREAM,IL,60197,"$3,220.10 "
32292,1,131733,DELEGATE AGENCY,4/1/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,93427732E,125 S WACKER DR FL 14TH  EFT,CHICAGO,IL,60606-4475,"$3,300.00 "
43856,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,HOWARD AREA COMMUNITY CENTER,28386163V,CENTER (AGENT)ROBERT BUCHANAN,CHICAGO,IL,60626,"$3,300.00 "
50564,0,332672,"PRO SERV CONSULTING $250,000orABOVE",12/6/16,DEPT OF BUSINESS & INFORMATION SERVICES,DELL MARKETING LP.,31339925L,PO BOX 2153 - P O BOX 4655,CAROL STREAM,IL,60197,"$3,456.00 "
31917,5,126030,CONSTRUCTION-AVIATION,2/1/16,DEPT OF AVIATION,ASBACH & VANSELOW INC,93516810P,1000 BROWN STREET EFT,WAUCONDA,IL,60084,"$3,498.00 "
44255,0,261078,COMPTROLLER-OTHER,8/3/16,DEPARTMENT OF CULTURAL AFFAIRS,SHANTA NURULLAH,86355430Z,PO BOX 199311,CHICAGO,IL,60619,"$3,500.00 "
44259,0,261102,COMPTROLLER-OTHER,8/3/16,DEPARTMENT OF CULTURAL AFFAIRS,PREETI VERRLAPATI,10191878,1043 NORTH HONORE,CHICAGO,IL,60622,"$3,500.00 "
30222,7,117642,CONSTRUCTION-GENERAL,5/12/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$3,637.40 "
32639,14,131388,CONSTRUCTION-AVIATION,2/1/16,DEPT OF AVIATION,"PLOTE CONSTRUCTION, INC / K-FIVE CONSTRUCTION CORP. JOINT VENTURE",23353679E,1100 BRANDT DR,HOFFMAN ESTATES,IL,60120,"$3,821.50 "
32201,22,128567,CONSTRUCTION-AVIATION,1/12/16,DEPT OF AVIATION,"OAKLEY CONSTRUCTION CO., INC.",15149245V,7815-7819 S CLAREMONT AVE,CHICAGO,IL,60620,"$3,875.00 "
44020,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,UNION LEAGUE BOYS AND GIRLS CLUBS,6663965T,65 W JACKSON BLVD,CHICAGO,IL,60604,"$3,900.00 "
41159,0,226714,COMPTROLLER-OTHER,6/9/16,DEPARTMENT OF CULTURAL AFFAIRS,AMOS GILLESPIE,52446025,6738 N BOSWORTH AVE 1E,CHICAGO,IL,606265738,"$4,000.00 "
44482,0,263379,COMPTROLLER-OTHER,8/5/16,DEPARTMENT OF CULTURAL AFFAIRS,PAIGE CALDARELLA,10191761,4047 WEST PATTERSON AVENUE,CHICAGO,IL,60641,"$4,000.00 "
31956,51,125921,CONSTRUCTION-LARGE $3MILLIONorABOVE,1/5/17,CHICAGO DEPARTMENT OF TRANSPORTATION,CAPITOL CEMENT CO INC 01,15244443L,6231-6233 N PULASKI RD,CHICAGO,IL,60646,"$4,000.00 "
34326,0,146200,EXHIBIT-A,1/5/16,DEPARTMENT OF HEALTH,AMERICAN EXPRESS TRAVEL RELATE,14862714M,TRAVEL RELATED SRVC,FORT LAUDERDALE,FL,33336-0001,"$4,109.50 "
34307,0,148968,EXHIBIT-A,1/4/16,DEPARTMENT OF CULTURAL AFFAIRS,JANSCO INC.,3633767A,19 N PARK BLVD,GLEN ELLYN,IL,60137,"$4,128.50 "
28374,32,104804,CONSTRUCTION-LARGE $3MILLIONorABOVE,11/1/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"CITY LIGHTS, LIMITED/ZSL ELECTRIC",14937902L,9993 VIRGINA AVENUE EFT,CHICAGO RIDGE,IL,60644,"$4,136.70 "
32353,32,123883,CONSTRUCTION-LARGE $3MILLIONorABOVE,1/5/17,CHICAGO DEPARTMENT OF TRANSPORTATION,R.W. DUNTEMAN CO.,31376754P,PO BOX 1129,ADDISON,IL,60101,"$4,201.00 "
35022,0,160391,COMPTROLLER-OTHER,2/2/16,DEPARTMENT OF CULTURAL AFFAIRS,KAREN PATERSON LITTLE,56760116,1900 WEST DIVISION STREET,CHICAGO,IL,60622,"$4,250.00 "
34321,0,149756,EXHIBIT-A,1/5/16,DEPARTMENT OF CULTURAL AFFAIRS,RED TRICYCLE INC,57253444,150 GATE 5 ROAD SUITE 203,SAUSALITO,CA,94965,"$4,260.00 "
32890,5,129445,CONSTRUCTION-AVIATION,8/11/16,DEPT OF AVIATION,ASBACH & VANSELOW INC,93516810P,1000 BROWN STREET EFT,WAUCONDA,IL,60084,"$4,276.80 "
50406,0,332672,"PRO SERV CONSULTING $250,000orABOVE",12/1/16,DEPT OF BUSINESS & INFORMATION SERVICES,DELL MARKETING LP.,31339925L,PO BOX 2153 - P O BOX 4655,CAROL STREAM,IL,60197,"$4,289.70 "
44481,0,263373,COMPTROLLER-OTHER,8/5/16,DEPARTMENT OF CULTURAL AFFAIRS,ANN KREITMAN,10192024,1253 WEST CARMEN AVENUE,CHICAGO,IL,60640,"$4,300.00 "
44926,0,269749,COMPTROLLER-OTHER,8/12/16,DEPARTMENT OF CULTURAL AFFAIRS,ANN KREITMAN,10192024,1253 WEST CARMEN AVENUE,CHICAGO,IL,60640,"$4,300.00 "
54867,0,229765,EXHIBIT-B,3/8/17,DEPT OF GENERAL SERVICES,"INTER-CITY SUPPLY CO., INC",23260898L,8830 S DOBSON AVE,CHICAGO,IL,60426,"$4,467.00 "
32201,20,128567,CONSTRUCTION-AVIATION,1/7/16,DEPT OF AVIATION,"OAKLEY CONSTRUCTION CO., INC.",15149245V,7815-7819 S CLAREMONT AVE,CHICAGO,IL,60620,"$4,488.60 "
33924,1,125889,CONSTRUCTION-LARGE $3MILLIONorABOVE,11/1/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$4,496.70 "
42561,0,243032,COMPTROLLER-OTHER,7/7/16,DEPARTMENT OF CULTURAL AFFAIRS,DAVID PINTOR,56990042,1923 SOUTH MORGAN,CHICAGO,IL,60608,"$4,500.00 "
32311,1,131733,DELEGATE AGENCY,4/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,"YOUTH ADVOCATE PROGRAM, INC",94198071L,2007 N 3RD ST,HARRISBURG,PA,17108,"$4,500.00 "
32298,1,131733,DELEGATE AGENCY,4/1/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHANGING LIFE EDUCATION INITIATIVE,99895763M,400 W 76TH ST,CHICAGO,IL,60620,"$4,500.00 "
32301,1,131733,DELEGATE AGENCY,4/1/16,DEPT OF FAMILY AND SUPPORT SERVICES,SGA YOUTH & FAMILY SERVICES NFP,90455112P,11 E ADAMS STREET EFT,CHICAGO,IL,60603,"$4,500.00 "
40887,0,223579,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,SIX CORNERS ASSOCIATION,37461673Z,4018 N CICERO AVE,CHICAGO,IL,60641,"$4,529.00 "
43694,1,300547,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,6777515L,1400 W AUGUSTA BLVD # 1,CHICAGO,IL,60622-3939,"$4,538.00 "
30336,11,105764,CONSTRUCTION-GENERAL,11/7/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$4,558.90 "
43990,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,MUJERES LATINAS EN ACCION,23296996L,2823 W 17TH ST,CHICAGO,IL,60608,"$4,600.00 "
32645,6,129444,CONSTRUCTION-AVIATION,6/1/16,DEPT OF AVIATION,"BLINDERMAN CONSTRUCTION COMPANY, INC.",38785860Z,8501 W HIGGINS RD STE 320,CHICAGO,IL,60631,"$4,804.90 "
42872,14,128580A,CONSTRUCTION-AVIATION,3/7/17,DEPT OF AVIATION,"CCC HOLDINGS, INC",10191433,DBA CHICAGO COMMERICAL CONSTRUCTION,CHICAGO,IL,60617,"$4,825.40 "
40877,0,223490,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,NORTH CENTER CHAMBER OF COMMER,90958608M,4054 N LINCOLN AVENUE EFT,CHICAGO,IL,60618,"$4,874.00 "
41147,0,226660,COMPTROLLER-OTHER,6/9/16,DEPARTMENT OF CULTURAL AFFAIRS,CAROLINE POSSE,50104181,951 E HYDE PARK BLVD UNIT 2,CHICAGO,IL,606152726,"$4,900.00 "
41150,0,226682,COMPTROLLER-OTHER,6/9/16,DEPARTMENT OF CULTURAL AFFAIRS,PAUL CATANESE,57294453,4855 N WASHTENAW AVE #3,CHICAGO,IL,60625,"$4,900.00 "
41152,0,226696,COMPTROLLER-OTHER,6/9/16,DEPARTMENT OF CULTURAL AFFAIRS,BILLY BRANCH,40746046E,8409 S INDIANA AVE,CHICAGO,IL,60649,"$4,900.00 "
41145,0,226644,COMPTROLLER-OTHER,6/9/16,DEPARTMENT OF CULTURAL AFFAIRS,ADELHEID MERS,31294470M,2517 W NORTH AVE,CHICAGO,IL,60647,"$4,900.00 "
41156,0,226710,COMPTROLLER-OTHER,6/9/16,DEPARTMENT OF CULTURAL AFFAIRS,ELLEN ROTHENBERG,58977684Z,1411 W EDGEWATER AVE,CHICAGO,IL,60660,"$4,900.00 "
42389,0,240550,COMPTROLLER-OTHER,7/1/16,DEPARTMENT OF CULTURAL AFFAIRS,MONICA BROWN,1040957,3027 W LYNDALE #B,CHICAGO,IL,60647,"$4,900.00 "
42366,0,240136,COMPTROLLER-OTHER,7/1/16,DEPARTMENT OF CULTURAL AFFAIRS,HEATHER MEKKELSON,31338662M,1335 N MILWAUKEE AVE # 3,CHICAGO,IL,60622,"$4,900.00 "
42369,0,240148,COMPTROLLER-OTHER,7/1/16,DEPARTMENT OF CULTURAL AFFAIRS,JORDAN MARTINS,56979081,2737 NORTH KIMBALL,CHICAGO,IL,60647,"$4,900.00 "
42365,0,240125,COMPTROLLER-OTHER,7/1/16,DEPARTMENT OF CULTURAL AFFAIRS,KAPRA FLEMING,1007940,1239 N GREENVIEW AVE,CHICAGO,IL,60622,"$4,900.00 "
42391,0,240569,COMPTROLLER-OTHER,7/1/16,DEPARTMENT OF CULTURAL AFFAIRS,DEIRDRE FOX,93428636X,600 N MCCLURG CT # 1903A,CHICAGO,IL,60611,"$4,900.00 "
42368,0,240146,COMPTROLLER-OTHER,7/1/16,DEPARTMENT OF CULTURAL AFFAIRS,EDWARD RUTHERFORD,52465029,4222 N ASHLAND AVE #101,CHICAGO,IL,606131276,"$4,900.00 "
42560,0,243027,COMPTROLLER-OTHER,7/7/16,DEPARTMENT OF CULTURAL AFFAIRS,BEN WALTZER,57069436,5807 S. DORCHESTER,CHICAGO,IL,60637,"$4,900.00 "
44468,0,263343,COMPTROLLER-OTHER,8/5/16,DEPARTMENT OF CULTURAL AFFAIRS,JENNIFER KWAN,55930025,224 WEST ALEXANDER STREET,CHICAGO,IL,60616,"$4,900.00 "
44474,0,263361,COMPTROLLER-OTHER,8/5/16,DEPARTMENT OF CULTURAL AFFAIRS,HERBERT MIGDOLL,1072706,70 EAST LAKE ST.,CHICAGO,IL,60601,"$4,900.00 "
43868,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,INSTITUTE OF POSITIVE EDUCATION,22419545P,7825 S ELLIS AVE,CHICAGO,IL,60619,"$4,957.00 "
25999,40,96063,CONSTRUCTION-LARGE $3MILLIONorABOVE,10/11/16,CHICAGO DEPARTMENT OF TRANSPORTATION,LORIG CONSTRUCTION COMPANY.OVERSIZE),22881177M,250 E TOUHY AVE,DES PLAINES,IL,60018,"$4,988.20 "
32891,1,121343A,CONSTRUCTION-LARGE $3MILLIONorABOVE,2/4/16,DEPARTMENT OF WATER MANAGEMENT,G & V CONSTRUCTION CO INC,90506630P,371 S EVERGREEN STREET EFT,BENSENVILLE,IL,60106,"$5,000.00 "
32353,27,123883,CONSTRUCTION-LARGE $3MILLIONorABOVE,11/2/16,CHICAGO DEPARTMENT OF TRANSPORTATION,R.W. DUNTEMAN CO.,31376754P,PO BOX 1129,ADDISON,IL,60101,"$5,000.00 "
43652,1,300538,DELEGATE AGENCY,3/1/17,DEPT OF FAMILY AND SUPPORT SERVICES,CENTER ON HALSTED,62852273V,"3656 N HALSTED ST FL 2, 3",CHICAGO,IL,60613,"$5,000.00 "
32467,8,126908,CONSTRUCTION-GENERAL,3/7/17,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$5,000.00 "
43855,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,HOLY FAMILY MINISTRIES,77983397X,3415 W ARTHINGTON ST,CHICAGO,IL,60624,"$5,000.00 "
44009,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,"SINAI COMMUNITY INSTITUTE, INC.",31321008Z,2653 W OGDEN AVE,CHICAGO,IL,60608,"$5,000.00 "
44043,1,300535,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,INSTITUTE OF POSITIVE EDUCATION,22419545P,7825 S ELLIS AVE,CHICAGO,IL,60619,"$5,000.00 "
44045,1,300535,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,PREVENTION FORCE FAMILY CENTER,93425511E,4728 W MADISON EFT,CHICAGO,IL,60644,"$5,000.00 "
44050,1,300535,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,TRUE TO LIFE FOUNDATION,93278209E,1712 E 87TH STREET EFT ST,CHICAGO,IL,60617,"$5,000.00 "
44040,1,300535,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,"GIRL SCOUTS OF GREATER CHICAGO AND NORTHWEST INDIANA, INC",93427920A,222 S RIVERSIDE PLAZA EFT,CHICAGO,IL,60606,"$5,000.00 "
44052,1,300535,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,"FAMILY MATTERS, INC.",91726460H,7731 N MARSHFIELD AVENUE EFT,CHICAGO,IL,60626,"$5,000.00 "
43640,1,300542,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,PROJECT SYNCERE,94141272H,8247 S CRANDON AVE,CHICAGO,IL,60617,"$5,000.00 "
44038,1,300535,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,EAST VILLAGE YOUTH PROGRAM,93332327X,3643 W BELMONT EFT,CHICAGO,IL,60618,"$5,000.00 "
31815,12,124006,CONSTRUCTION-LARGE $3MILLIONorABOVE,1/5/17,CHICAGO DEPARTMENT OF TRANSPORTATION,MQ SEWER & WATER CONTRACTORS,93441467T,C. D/B/A MQ CONSTRUCTION CO,CHICAGO,IL,60634,"$5,100.00 "
33028,4,126748,CONSTRUCTION-GENERAL,1/9/17,CHICAGO DEPARTMENT OF TRANSPORTATION,MQ SEWER & WATER CONTRACTORS,93441467T,C. D/B/A MQ CONSTRUCTION CO,CHICAGO,IL,60634,"$5,100.00 "
28418,1,118501,DELEGATE AGENCY,6/6/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHURCH OF GOD COMMUNITY DAY CARE,22390009P,1738 W MARQUETTE RD # 1,CHICAGO,IL,60636,"$5,338.00 "
40903,0,223725,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,ROGERS PARK BUSINESS ALLIANCE,91093013Z,1557 W HOWARD ST,CHICAGO,IL,60626,"$5,535.00 "
40899,0,223701,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,ROGERS PARK BUSINESS ALLIANCE,91093013Z,1557 W HOWARD ST,CHICAGO,IL,60626,"$5,603.00 "
34385,0,150519,EXHIBIT-A,1/7/16,DEPARTMENT OF CULTURAL AFFAIRS,AGAE/M-K SIGNS JOINT VENTURE,93454953H,4549 N MILWAUKEE AVENUE EFT,CHICAGO,IL,60630,"$5,626.50 "
39093,0,165888,COMMODITIES-SMALL ORDERS,5/12/16,DEPT OF COMMUNITY DEVELOPMENT,"IMAGING OFFICE SYSTEMS, INC.",31362774E,PO BOX 80250,FORT WAYNE,IN,46898-0250,"$5,800.00 "
32201,17,128567,CONSTRUCTION-AVIATION,1/6/16,DEPT OF AVIATION,"OAKLEY CONSTRUCTION CO., INC.",15149245V,7815-7819 S CLAREMONT AVE,CHICAGO,IL,60620,"$5,944.00 "
32295,1,131733,DELEGATE AGENCY,4/1/16,DEPT OF FAMILY AND SUPPORT SERVICES,CATHOLIC CHARITIES OF CHICAGO,85903404T,ARCHDIOCESE OF CHICAGO,CHICAGO,IL,60610,"$6,000.00 "
32988,13,118853,CONSTRUCTION-LARGE $3MILLIONorABOVE,12/6/16,CHICAGO DEPARTMENT OF TRANSPORTATION,ACURA INC,44068782X,556 COUNTY LINE RD,BENSENVILLE,IL,60106,"$6,000.00 "
40889,0,223590,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,QUAD COMMUNITIES DVLPMNT CORP NFP,68626435Z,4659 S COTTAGE GROVE AVE # 204,CHICAGO,IL,60653,"$6,064.00 "
44914,0,269726,COMPTROLLER-OTHER,8/12/16,DEPARTMENT OF CULTURAL AFFAIRS,ALEJANDRO FIGUERREDO DIAZ-PERERA,10191884,3232 SOUTH HALSTED STREET,CHICAGO,IL,60657,"$6,250.00 "
46298,0,286229,COMPTROLLER-OTHER,9/8/16,DEPARTMENT OF CULTURAL AFFAIRS,RASHAYLA BROWN,56713074,1164 NORTH DEARBORN STREET,CHICAGO,IL,60610,"$6,250.00 "
49031,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,METROSQUASH,80647304L,5655 S UNIVERSITY AVENUE EFT,CHICAGO,IL,60637,"$6,500.00 "
43885,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,"JHP COMMUNITY CENTER, INC.",32592068M,5110 N WESTERN AVE,CHICAGO,IL,60625,"$6,500.00 "
40870,0,223461,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,DEVON NORTH TOWN BUSINESS & PROFESSIONAL ASSOC.,87745350L,WEST RIDGE CHAMBER OF COMMERCE,CHICAGO,IL,60659,"$6,546.00 "
33958,4,133688,CONSTRUCTION-AVIATION,12/5/16,DEPT OF AVIATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$6,703.50 "
35025,0,160619,COMPTROLLER-OTHER,2/2/16,DEPARTMENT OF CULTURAL AFFAIRS,PAUL CATANESE,57294453,4855 N WASHTENAW AVE #3,CHICAGO,IL,60625,"$6,750.00 "
25980,77,96183,CONSTRUCTION-LARGE $3MILLIONorABOVE,11/1/16,CHICAGO DEPARTMENT OF TRANSPORTATION,CAPITOL CEMENT CO INC 01,15244443L,6231-6233 N PULASKI RD,CHICAGO,IL,60646,"$6,951.60 "
49029,1,300547,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,100038336P,801 N DEARBORN ST,CHICAGO,IL,60610,"$7,000.00 "
43989,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,"MIKVA CHALLENGE GRANT FOUNDATION, INC. DBA MIKVA CHALLENGE",93805436E,332 S MICHIGAN AVE,CHICAGO,IL,60604,"$7,000.00 "
33028,2,126748,CONSTRUCTION-GENERAL,12/9/16,CHICAGO DEPARTMENT OF TRANSPORTATION,MQ SEWER & WATER CONTRACTORS,93441467T,C. D/B/A MQ CONSTRUCTION CO,CHICAGO,IL,60634,"$7,100.00 "
43917,0,314301,DELEGATE AGENCY,1/11/17,DEPT OF FAMILY AND SUPPORT SERVICES,LORETTO HOSPITAL,15162715E,645 S CENTRAL AVENUE EFT,CHICAGO,IL,60644,"$7,200.00 "
31961,8,127675,CONSTRUCTION-LARGE $3MILLIONorABOVE,5/11/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,"$7,304.80 "
31917,10,126030,CONSTRUCTION-AVIATION,8/12/16,DEPT OF AVIATION,ASBACH & VANSELOW INC,93516810P,1000 BROWN STREET EFT,WAUCONDA,IL,60084,"$7,349.00 "
34345,0,141376,EXHIBIT-B,1/5/16,DEPARTMENT OF WATER MANAGEMENT,"CHICAGO UNITED INDUSTRIES, LIMITED",22085024V,53 W JACKSON BLVD # 1450,CHICAGO,IL,60604-3806,"$7,435.50 "
34316,0,150047,EXHIBIT-A,1/5/16,INDEPENDENT POLICE REVIEW AUTHORITY,WICKLANDER-ZULAWSKI & ASSOC,1071353,4932 MAIN STREET,DOWNERS GROVE,IL,60515,"$7,500.00 "
32312,1,131733,DELEGATE AGENCY,4/1/16,DEPT OF FAMILY AND SUPPORT SERVICES,"SINAI COMMUNITY INSTITUTE, INC.",31321008Z,2653 W OGDEN AVE,CHICAGO,IL,60608,"$7,500.00 "
48926,0,321835,COMPTROLLER-OTHER,11/1/16,DEPARTMENT OF CULTURAL AFFAIRS,FACETS-MULTI-MEDIA INC,3709014E,1517 W FULLERTON AVE,CHICAGO,IL,60614,"$7,500.00 "
48925,0,321817,COMPTROLLER-OTHER,11/1/16,DEPARTMENT OF CULTURAL AFFAIRS,FREE STREET PROGRAMS,33671218E,1419 W BLACKHAWK EFT,CHICAGO,IL,60642-2317,"$7,500.00 "
49035,0,322941,COMPTROLLER-OTHER,11/2/16,DEPARTMENT OF CULTURAL AFFAIRS,NEO-FUTURISTS,23118595X,5153 N ASHLAND AVE,CHICAGO,IL,60640,"$7,500.00 "
49039,0,322981,COMPTROLLER-OTHER,11/2/16,DEPARTMENT OF CULTURAL AFFAIRS,"FREE SPIRIT MEDIA, NFP",42651715A,1817 S CALIFORNIA AVE,CHICAGO,IL,60608,"$7,500.00 "
49046,0,323026,COMPTROLLER-OTHER,11/2/16,DEPARTMENT OF CULTURAL AFFAIRS,FULCRUM POINT NEW MUSIC PROJECT.,33664090A,359 W BELDEN AVE,CHICAGO,IL,60614-3817,"$7,500.00 "
25999,39,96063,CONSTRUCTION-LARGE $3MILLIONorABOVE,10/11/16,CHICAGO DEPARTMENT OF TRANSPORTATION,LORIG CONSTRUCTION COMPANY.OVERSIZE),22881177M,250 E TOUHY AVE,DES PLAINES,IL,60018,"$7,518.90 "
40868,0,223454,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,LITTLE VILLAGE 26TH STREET,85249079H,AREA CHAMBER OF COMMERCE,CHICAGO,IL,60623,"$7,594.00 "
49034,0,322936,COMPTROLLER-OTHER,11/2/16,DEPARTMENT OF CULTURAL AFFAIRS,FUND FOR INNOVATIVE TV,64930258M,4270 W IRVING PARK RD,CHICAGO,IL,60641,"$7,650.00 "
40904,0,223731,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,RAVENSWOOD CHAMBER OF COMMERCE,31314284M,INC,CHICAGO,IL,60640,"$7,707.00 "
25999,38,96063,CONSTRUCTION-LARGE $3MILLIONorABOVE,10/5/16,CHICAGO DEPARTMENT OF TRANSPORTATION,LORIG CONSTRUCTION COMPANY.OVERSIZE),22881177M,250 E TOUHY AVE,DES PLAINES,IL,60018,"$8,000.00 "
44014,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,CATHOLIC BISHOP OF CHICAGO 01,93352714L,4541 S WOOD ST,CHICAGO,IL,60609,"$8,000.00 "
43867,1,257964,DELEGATE AGENCY,4/3/17,DEPT OF FAMILY AND SUPPORT SERVICES,INSTITUTE FOR POSITIVE LIVING,33839451V,435 E 35TH ST,CHICAGO,IL,60616,"$8,000.00 "
36314,0,173765,DELEGATE AGENCY,3/8/16,DEPARTMENT OF HEALTH,HEARTLAND HEALTH OUTREACH INC.,95125041P,208 S LA SALLE ST,CHICAGO,IL,60604,"$8,003.00 "
25999,37,96063,CONSTRUCTION-LARGE $3MILLIONorABOVE,10/5/16,CHICAGO DEPARTMENT OF TRANSPORTATION,LORIG CONSTRUCTION COMPANY.OVERSIZE),22881177M,250 E TOUHY AVE,DES PLAINES,IL,60018,"$8,011.00 "
25980,72,96183,CONSTRUCTION-LARGE $3MILLIONorABOVE,9/2/16,CHICAGO DEPARTMENT OF TRANSPORTATION,CAPITOL CEMENT CO INC 01,15244443L,6231-6233 N PULASKI RD,CHICAGO,IL,60646,"$8,071.00 "
31956,25,125921,CONSTRUCTION-LARGE $3MILLIONorABOVE,6/6/16,CHICAGO DEPARTMENT OF TRANSPORTATION,CAPITOL CEMENT CO INC 01,15244443L,6231-6233 N PULASKI RD,CHICAGO,IL,60646,"$8,255.80 "
40890,0,223603,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,GREATER AUBURN GRESHAM DEVELOPMENT CORPORATION,92086166P,1159 W 79TH STREET EFT ST,CHICAGO,IL,60620,"$8,378.00 "
31108,7,126015,CONSTRUCTION-AVIATION,9/6/16,DEPT OF AVIATION,"BLINDERMAN CONSTRUCTION COMPANY, INC.",38785860Z,8501 W HIGGINS RD STE 320,CHICAGO,IL,60631,"$8,528.10 "
40891,0,223609,COMPTROLLER-OTHER,6/6/16,DEPT OF COMMUNITY DEVELOPMENT,FAR SOUTH CDC,91759446E,11509 S ELIZABETH ST,CHICAGO,IL,60643,"$8,554.00 "
28737,26,109587,CONSTRUCTION-LARGE $3MILLIONorABOVE,1/5/17,CHICAGO DEPARTMENT OF TRANSPORTATION,CAPITOL CEMENT CO INC 01,15244443L,6231-6233 N PULASKI RD,CHICAGO,IL,60646,"$8,869.20 "
32890,6,129445,CONSTRUCTION-AVIATION,9/9/16,DEPT OF AVIATION,ASBACH & VANSELOW INC,93516810P,1000 BROWN STREET EFT,WAUCONDA,IL,60084,"$8,881.40 "
31815,11,124006,CONSTRUCTION-LARGE $3MILLIONorABOVE,12/6/16,CHICAGO DEPARTMENT OF TRANSPORTATION,MQ SEWER & WATER CONTRACTORS,93441467T,C. D/B/A MQ CONSTRUCTION CO,CHICAGO,IL,60634,"$8,943.00 "
